date,expiration,strike,right,open_interest,spot
2026-06-01,2028-01-21,29.0,C,1753,25.0
2026-06-01,2028-01-21,29.0,P,631,25.0
2026-06-01,2028-01-21,30.0,C,7510,25.0
2026-06-01,2028-01-21,30.0,P,1553,25.0
2026-06-01,2028-01-21,32.5,C,1290,25.0
2026-06-01,2028-01-21,32.5,P,1024,25.0
2026-06-01,2028-01-21,35.0,C,549,25.0
2026-06-01,2028-01-21,35.0,P,545,25.0
2026-06-01,2028-01-21,37.5,C,1050,25.0
2026-06-01,2028-01-21,37.5,P,512,25.0
2026-06-01,2028-01-21,40.0,C,4117,25.0
2026-06-01,2028-01-21,40.0,P,1376,25.0
2026-06-01,2028-01-21,42.5,C,653,25.0
2026-06-01,2028-01-21,42.5,P,470,25.0
2026-06-01,2028-01-21,45.0,C,991,25.0
2026-06-01,2028-01-21,45.0,P,1027,25.0
2026-06-01,2028-01-21,47.5,C,554,25.0
2026-06-01,2028-01-21,47.5,P,593,25.0
2026-06-01,2028-01-21,50.0,C,1501,25.0
2026-06-01,2028-01-21,50.0,P,284,25.0
2026-06-02,2026-06-05,15.0,P,16,25.4
2026-06-02,2026-06-05,16.0,C,16,25.4
2026-06-02,2026-06-05,16.0,P,32,25.4
2026-06-02,2026-06-05,17.0,C,22,25.4
2026-06-02,2026-06-05,17.0,P,43,25.4
2026-06-02,2026-06-05,18.0,C,43,25.4
2026-06-02,2026-06-05,18.0,P,70,25.4
2026-06-02,2026-06-05,19.0,C,79,25.4
2026-06-02,2026-06-05,19.0,P,145,25.4
2026-06-02,2026-06-05,20.0,C,113,25.4
2026-06-02,2026-06-05,20.0,P,161,25.4
2026-06-02,2026-06-05,21.0,C,307,25.4
2026-06-02,2026-06-05,21.0,P,374,25.4
2026-06-02,2026-06-05,22.0,C,289,25.4
2026-06-02,2026-06-05,22.0,P,743,25.4
2026-06-02,2026-06-05,23.0,C,560,25.4
2026-06-02,2026-06-05,23.0,P,983,25.4
2026-06-02,2026-06-05,24.0,C,935,25.4
2026-06-02,2026-06-05,24.0,P,1381,25.4
2026-06-02,2026-06-05,24.5,C,1687,25.4
2026-06-02,2026-06-05,24.5,P,1460,25.4
2026-06-02,2026-06-05,25.0,C,1359,25.4
2026-06-02,2026-06-05,25.0,P,2146,25.4
2026-06-02,2026-06-05,25.5,C,1759,25.4
2026-06-02,2026-06-05,25.5,P,1069,25.4
2026-06-02,2026-06-05,26.0,C,2208,25.4
2026-06-02,2026-06-05,26.0,P,1710,25.4
2026-06-02,2026-06-05,26.5,C,1053,25.4
2026-06-02,2026-06-05,26.5,P,683,25.4
2026-06-02,2026-06-05,27.0,C,1142,25.4
2026-06-02,2026-06-05,27.0,P,708,25.4
2026-06-02,2026-06-05,27.5,C,778,25.4
2026-06-02,2026-06-05,27.5,P,485,25.4
2026-06-02,2026-06-05,28.0,C,852,25.4
2026-06-02,2026-06-05,28.0,P,546,25.4
2026-06-02,2026-06-05,29.0,C,481,25.4
2026-06-02,2026-06-05,29.0,P,399,25.4
2026-06-02,2026-06-05,30.0,C,1918,25.4
2026-06-02,2026-06-05,30.0,P,249,25.4
2026-06-02,2026-06-05,32.5,C,164,25.4
2026-06-02,2026-06-05,32.5,P,115,25.4
2026-06-02,2026-06-05,35.0,C,77,25.4
2026-06-02,2026-06-05,35.0,P,35,25.4
2026-06-02,2026-06-05,37.5,C,38,25.4
2026-06-02,2026-06-05,37.5,P,21,25.4
2026-06-02,2026-06-05,40.0,C,93,25.4
2026-06-02,2026-06-05,40.0,P,16,25.4
2026-06-02,2026-06-05,42.5,C,15,25.4
2026-06-02,2026-06-12,13.0,P,18,25.4
2026-06-02,2026-06-12,14.0,C,14,25.4
2026-06-02,2026-06-12,14.0,P,22,25.4
2026-06-02,2026-06-12,15.0,C,28,25.4
2026-06-02,2026-06-12,15.0,P,47,25.4
2026-06-02,2026-06-12,16.0,C,41,25.4
2026-06-02,2026-06-12,16.0,P,52,25.4
2026-06-02,2026-06-12,17.0,C,79,25.4
2026-06-02,2026-06-12,17.0,P,102,25.4
2026-06-02,2026-06-12,18.0,C,151,25.4
2026-06-02,2026-06-12,18.0,P,163,25.4
2026-06-02,2026-06-12,19.0,C,126,25.4
2026-06-02,2026-06-12,19.0,P,250,25.4
2026-06-02,2026-06-12,20.0,C,220,25.4
2026-06-02,2026-06-12,20.0,P,382,25.4
2026-06-02,2026-06-12,21.0,C,390,25.4
2026-06-02,2026-06-12,21.0,P,482,25.4
2026-06-02,2026-06-12,22.0,C,421,25.4
2026-06-02,2026-06-12,22.0,P,608,25.4
2026-06-02,2026-06-12,23.0,C,597,25.4
2026-06-02,2026-06-12,23.0,P,1231,25.4
2026-06-02,2026-06-12,24.0,C,522,25.4
2026-06-02,2026-06-12,24.0,P,917,25.4
2026-06-02,2026-06-12,24.5,C,751,25.4
2026-06-02,2026-06-12,24.5,P,1177,25.4
2026-06-02,2026-06-12,25.0,C,1583,25.4
2026-06-02,2026-06-12,25.0,P,742,25.4
2026-06-02,2026-06-12,25.5,C,1222,25.4
2026-06-02,2026-06-12,25.5,P,1088,25.4
2026-06-02,2026-06-12,26.0,C,842,25.4
2026-06-02,2026-06-12,26.0,P,820,25.4
2026-06-02,2026-06-12,26.5,C,835,25.4
2026-06-02,2026-06-12,26.5,P,688,25.4
2026-06-02,2026-06-12,27.0,C,1153,25.4
2026-06-02,2026-06-12,27.0,P,584,25.4
2026-06-02,2026-06-12,27.5,C,868,25.4
2026-06-02,2026-06-12,27.5,P,447,25.4
2026-06-02,2026-06-12,28.0,C,1028,25.4
2026-06-02,2026-06-12,28.0,P,436,25.4
2026-06-02,2026-06-12,29.0,C,463,25.4
2026-06-02,2026-06-12,29.0,P,367,25.4
2026-06-02,2026-06-12,30.0,C,1383,25.4
2026-06-02,2026-06-12,30.0,P,325,25.4
2026-06-02,2026-06-12,32.5,C,277,25.4
2026-06-02,2026-06-12,32.5,P,199,25.4
2026-06-02,2026-06-12,35.0,C,183,25.4
2026-06-02,2026-06-12,35.0,P,97,25.4
2026-06-02,2026-06-12,37.5,C,80,25.4
2026-06-02,2026-06-12,37.5,P,51,25.4
2026-06-02,2026-06-12,40.0,C,146,25.4
2026-06-02,2026-06-12,40.0,P,55,25.4
2026-06-02,2026-06-12,42.5,C,42,25.4
2026-06-02,2026-06-12,42.5,P,22,25.4
2026-06-02,2026-06-12,45.0,C,33,25.4
2026-06-02,2026-06-12,45.0,P,18,25.4
2026-06-02,2026-06-12,47.5,C,10,25.4
2026-06-02,2026-06-19,10.0,C,14,25.4
2026-06-02,2026-06-19,10.0,P,22,25.4
2026-06-02,2026-06-19,11.0,C,13,25.4
2026-06-02,2026-06-19,11.0,P,25,25.4
2026-06-02,2026-06-19,12.0,C,43,25.4
2026-06-02,2026-06-19,12.0,P,75,25.4
2026-06-02,2026-06-19,13.0,C,100,25.4
2026-06-02,2026-06-19,13.0,P,193,25.4
2026-06-02,2026-06-19,14.0,C,111,25.4
2026-06-02,2026-06-19,14.0,P,147,25.4
2026-06-02,2026-06-19,15.0,C,137,25.4
2026-06-02,2026-06-19,15.0,P,312,25.4
2026-06-02,2026-06-19,16.0,C,150,25.4
2026-06-02,2026-06-19,16.0,P,253,25.4
2026-06-02,2026-06-19,17.0,C,372,25.4
2026-06-02,2026-06-19,17.0,P,696,25.4
2026-06-02,2026-06-19,18.0,C,510,25.4
2026-06-02,2026-06-19,18.0,P,631,25.4
2026-06-02,2026-06-19,19.0,C,662,25.4
2026-06-02,2026-06-19,19.0,P,1178,25.4
2026-06-02,2026-06-19,20.0,C,1128,25.4
2026-06-02,2026-06-19,20.0,P,1590,25.4
2026-06-02,2026-06-19,21.0,C,1160,25.4
2026-06-02,2026-06-19,21.0,P,2710,25.4
2026-06-02,2026-06-19,22.0,C,1712,25.4
2026-06-02,2026-06-19,22.0,P,3247,25.4
2026-06-02,2026-06-19,23.0,C,1696,25.4
2026-06-02,2026-06-19,23.0,P,5078,25.4
2026-06-02,2026-06-19,24.0,C,3737,25.4
2026-06-02,2026-06-19,24.0,P,5521,25.4
2026-06-02,2026-06-19,24.5,C,4600,25.4
2026-06-02,2026-06-19,24.5,P,5820,25.4
2026-06-02,2026-06-19,25.0,C,6191,25.4
2026-06-02,2026-06-19,25.0,P,5045,25.4
2026-06-02,2026-06-19,25.5,C,8412,25.4
2026-06-02,2026-06-19,25.5,P,4385,25.4
2026-06-02,2026-06-19,26.0,C,5757,25.4
2026-06-02,2026-06-19,26.0,P,3658,25.4
2026-06-02,2026-06-19,26.5,C,4389,25.4
2026-06-02,2026-06-19,26.5,P,2341,25.4
2026-06-02,2026-06-19,27.0,C,3792,25.4
2026-06-02,2026-06-19,27.0,P,1905,25.4
2026-06-02,2026-06-19,27.5,C,2271,25.4
2026-06-02,2026-06-19,27.5,P,3352,25.4
2026-06-02,2026-06-19,28.0,C,5685,25.4
2026-06-02,2026-06-19,28.0,P,2773,25.4
2026-06-02,2026-06-19,29.0,C,2637,25.4
2026-06-02,2026-06-19,29.0,P,2257,25.4
2026-06-02,2026-06-19,30.0,C,7796,25.4
2026-06-02,2026-06-19,30.0,P,1421,25.4
2026-06-02,2026-06-19,32.5,C,955,25.4
2026-06-02,2026-06-19,32.5,P,1035,25.4
2026-06-02,2026-06-19,35.0,C,853,25.4
2026-06-02,2026-06-19,35.0,P,560,25.4
2026-06-02,2026-06-19,37.5,C,521,25.4
2026-06-02,2026-06-19,37.5,P,271,25.4
2026-06-02,2026-06-19,40.0,C,1352,25.4
2026-06-02,2026-06-19,40.0,P,339,25.4
2026-06-02,2026-06-19,42.5,C,320,25.4
2026-06-02,2026-06-19,42.5,P,153,25.4
2026-06-02,2026-06-19,45.0,C,156,25.4
2026-06-02,2026-06-19,45.0,P,131,25.4
2026-06-02,2026-06-19,47.5,C,79,25.4
2026-06-02,2026-06-19,47.5,P,63,25.4
2026-06-02,2026-06-19,50.0,C,83,25.4
2026-06-02,2026-06-19,50.0,P,40,25.4
2026-06-02,2026-06-26,11.0,P,19,25.4
2026-06-02,2026-06-26,12.0,C,17,25.4
2026-06-02,2026-06-26,12.0,P,33,25.4
2026-06-02,2026-06-26,13.0,C,22,25.4
2026-06-02,2026-06-26,13.0,P,38,25.4
2026-06-02,2026-06-26,14.0,C,25,25.4
2026-06-02,2026-06-26,14.0,P,38,25.4
2026-06-02,2026-06-26,15.0,C,47,25.4
2026-06-02,2026-06-26,15.0,P,86,25.4
2026-06-02,2026-06-26,16.0,C,106,25.4
2026-06-02,2026-06-26,16.0,P,128,25.4
2026-06-02,2026-06-26,17.0,C,99,25.4
2026-06-02,2026-06-26,17.0,P,126,25.4
2026-06-02,2026-06-26,18.0,C,124,25.4
2026-06-02,2026-06-26,18.0,P,292,25.4
2026-06-02,2026-06-26,19.0,C,200,25.4
2026-06-02,2026-06-26,19.0,P,379,25.4
2026-06-02,2026-06-26,20.0,C,254,25.4
2026-06-02,2026-06-26,20.0,P,341,25.4
2026-06-02,2026-06-26,21.0,C,282,25.4
2026-06-02,2026-06-26,21.0,P,608,25.4
2026-06-02,2026-06-26,22.0,C,408,25.4
2026-06-02,2026-06-26,22.0,P,636,25.4
2026-06-02,2026-06-26,23.0,C,578,25.4
2026-06-02,2026-06-26,23.0,P,799,25.4
2026-06-02,2026-06-26,24.0,C,1108,25.4
2026-06-02,2026-06-26,24.0,P,2073,25.4
2026-06-02,2026-06-26,24.5,C,541,25.4
2026-06-02,2026-06-26,24.5,P,892,25.4
2026-06-02,2026-06-26,25.0,C,624,25.4
2026-06-02,2026-06-26,25.0,P,1092,25.4
2026-06-02,2026-06-26,25.5,C,1402,25.4
2026-06-02,2026-06-26,25.5,P,1027,25.4
2026-06-02,2026-06-26,26.0,C,1418,25.4
2026-06-02,2026-06-26,26.0,P,435,25.4
2026-06-02,2026-06-26,26.5,C,905,25.4
2026-06-02,2026-06-26,26.5,P,943,25.4
2026-06-02,2026-06-26,27.0,C,656,25.4
2026-06-02,2026-06-26,27.0,P,528,25.4
2026-06-02,2026-06-26,27.5,C,656,25.4
2026-06-02,2026-06-26,27.5,P,466,25.4
2026-06-02,2026-06-26,28.0,C,579,25.4
2026-06-02,2026-06-26,28.0,P,595,25.4
2026-06-02,2026-06-26,29.0,C,1292,25.4
2026-06-02,2026-06-26,29.0,P,322,25.4
2026-06-02,2026-06-26,30.0,C,2228,25.4
2026-06-02,2026-06-26,30.0,P,484,25.4
2026-06-02,2026-06-26,32.5,C,777,25.4
2026-06-02,2026-06-26,32.5,P,183,25.4
2026-06-02,2026-06-26,35.0,C,221,25.4
2026-06-02,2026-06-26,35.0,P,165,25.4
2026-06-02,2026-06-26,37.5,C,389,25.4
2026-06-02,2026-06-26,37.5,P,105,25.4
2026-06-02,2026-06-26,40.0,C,274,25.4
2026-06-02,2026-06-26,40.0,P,94,25.4
2026-06-02,2026-06-26,42.5,C,78,25.4
2026-06-02,2026-06-26,42.5,P,42,25.4
2026-06-02,2026-06-26,45.0,C,67,25.4
2026-06-02,2026-06-26,45.0,P,30,25.4
2026-06-02,2026-06-26,47.5,C,42,25.4
2026-06-02,2026-06-26,47.5,P,25,25.4
2026-06-02,2026-06-26,50.0,C,34,25.4
2026-06-02,2026-06-26,50.0,P,20,25.4
2026-06-02,2026-07-17,10.0,C,64,25.4
2026-06-02,2026-07-17,10.0,P,174,25.4
2026-06-02,2026-07-17,11.0,C,97,25.4
2026-06-02,2026-07-17,11.0,P,161,25.4
2026-06-02,2026-07-17,12.0,C,155,25.4
2026-06-02,2026-07-17,12.0,P,267,25.4
2026-06-02,2026-07-17,13.0,C,165,25.4
2026-06-02,2026-07-17,13.0,P,440,25.4
2026-06-02,2026-07-17,14.0,C,222,25.4
2026-06-02,2026-07-17,14.0,P,691,25.4
2026-06-02,2026-07-17,15.0,C,462,25.4
2026-06-02,2026-07-17,15.0,P,658,25.4
2026-06-02,2026-07-17,16.0,C,442,25.4
2026-06-02,2026-07-17,16.0,P,549,25.4
2026-06-02,2026-07-17,17.0,C,832,25.4
2026-06-02,2026-07-17,17.0,P,1062,25.4
2026-06-02,2026-07-17,18.0,C,621,25.4
2026-06-02,2026-07-17,18.0,P,653,25.4
2026-06-02,2026-07-17,19.0,C,1079,25.4
2026-06-02,2026-07-17,19.0,P,1608,25.4
2026-06-02,2026-07-17,20.0,C,918,25.4
2026-06-02,2026-07-17,20.0,P,1728,25.4
2026-06-02,2026-07-17,21.0,C,1460,25.4
2026-06-02,2026-07-17,21.0,P,2742,25.4
2026-06-02,2026-07-17,22.0,C,1261,25.4
2026-06-02,2026-07-17,22.0,P,2189,25.4
2026-06-02,2026-07-17,23.0,C,1512,25.4
2026-06-02,2026-07-17,23.0,P,3472,25.4
2026-06-02,2026-07-17,24.0,C,3602,25.4
2026-06-02,2026-07-17,24.0,P,2424,25.4
2026-06-02,2026-07-17,24.5,C,1601,25.4
2026-06-02,2026-07-17,24.5,P,3269,25.4
2026-06-02,2026-07-17,25.0,C,3208,25.4
2026-06-02,2026-07-17,25.0,P,2993,25.4
2026-06-02,2026-07-17,25.5,C,2913,25.4
2026-06-02,2026-07-17,25.5,P,2754,25.4
2026-06-02,2026-07-17,26.0,C,4960,25.4
2026-06-02,2026-07-17,26.0,P,2537,25.4
2026-06-02,2026-07-17,26.5,C,3649,25.4
2026-06-02,2026-07-17,26.5,P,1807,25.4
2026-06-02,2026-07-17,27.0,C,3544,25.4
2026-06-02,2026-07-17,27.0,P,1317,25.4
2026-06-02,2026-07-17,27.5,C,3120,25.4
2026-06-02,2026-07-17,27.5,P,2484,25.4
2026-06-02,2026-07-17,28.0,C,3038,25.4
2026-06-02,2026-07-17,28.0,P,3228,25.4
2026-06-02,2026-07-17,29.0,C,2776,25.4
2026-06-02,2026-07-17,29.0,P,2613,25.4
2026-06-02,2026-07-17,30.0,C,8712,25.4
2026-06-02,2026-07-17,30.0,P,1218,25.4
2026-06-02,2026-07-17,32.5,C,1857,25.4
2026-06-02,2026-07-17,32.5,P,799,25.4
2026-06-02,2026-07-17,35.0,C,1059,25.4
2026-06-02,2026-07-17,35.0,P,754,25.4
2026-06-02,2026-07-17,37.5,C,1199,25.4
2026-06-02,2026-07-17,37.5,P,435,25.4
2026-06-02,2026-07-17,40.0,C,2943,25.4
2026-06-02,2026-07-17,40.0,P,570,25.4
2026-06-02,2026-07-17,42.5,C,901,25.4
2026-06-02,2026-07-17,42.5,P,453,25.4
2026-06-02,2026-07-17,45.0,C,792,25.4
2026-06-02,2026-07-17,45.0,P,253,25.4
2026-06-02,2026-07-17,47.5,C,277,25.4
2026-06-02,2026-07-17,47.5,P,200,25.4
2026-06-02,2026-07-17,50.0,C,264,25.4
2026-06-02,2026-07-17,50.0,P,160,25.4
2026-06-02,2026-09-18,10.0,C,181,25.4
2026-06-02,2026-09-18,10.0,P,375,25.4
2026-06-02,2026-09-18,11.0,C,159,25.4
2026-06-02,2026-09-18,11.0,P,290,25.4
2026-06-02,2026-09-18,12.0,C,228,25.4
2026-06-02,2026-09-18,12.0,P,339,25.4
2026-06-02,2026-09-18,13.0,C,270,25.4
2026-06-02,2026-09-18,13.0,P,579,25.4
2026-06-02,2026-09-18,14.0,C,560,25.4
2026-06-02,2026-09-18,14.0,P,957,25.4
2026-06-02,2026-09-18,15.0,C,363,25.4
2026-06-02,2026-09-18,15.0,P,905,25.4
2026-06-02,2026-09-18,16.0,C,464,25.4
2026-06-02,2026-09-18,16.0,P,988,25.4
2026-06-02,2026-09-18,17.0,C,1035,25.4
2026-06-02,2026-09-18,17.0,P,1045,25.4
2026-06-02,2026-09-18,18.0,C,742,25.4
2026-06-02,2026-09-18,18.0,P,1714,25.4
2026-06-02,2026-09-18,19.0,C,819,25.4
2026-06-02,2026-09-18,19.0,P,2468,25.4
2026-06-02,2026-09-18,20.0,C,1195,25.4
2026-06-02,2026-09-18,20.0,P,1986,25.4
2026-06-02,2026-09-18,21.0,C,1203,25.4
2026-06-02,2026-09-18,21.0,P,1711,25.4
2026-06-02,2026-09-18,22.0,C,1822,25.4
2026-06-02,2026-09-18,22.0,P,1584,25.4
2026-06-02,2026-09-18,23.0,C,1294,25.4
2026-06-02,2026-09-18,23.0,P,3083,25.4
2026-06-02,2026-09-18,24.0,C,1766,25.4
2026-06-02,2026-09-18,24.0,P,2465,25.4
2026-06-02,2026-09-18,24.5,C,1665,25.4
2026-06-02,2026-09-18,24.5,P,4538,25.4
2026-06-02,2026-09-18,25.0,C,3087,25.4
2026-06-02,2026-09-18,25.0,P,4635,25.4
2026-06-02,2026-09-18,25.5,C,3119,25.4
2026-06-02,2026-09-18,25.5,P,2838,25.4
2026-06-02,2026-09-18,26.0,C,3935,25.4
2026-06-02,2026-09-18,26.0,P,1753,25.4
2026-06-02,2026-09-18,26.5,C,2480,25.4
2026-06-02,2026-09-18,26.5,P,2067,25.4
2026-06-02,2026-09-18,27.0,C,2677,25.4
2026-06-02,2026-09-18,27.0,P,1831,25.4
2026-06-02,2026-09-18,27.5,C,2837,25.4
2026-06-02,2026-09-18,27.5,P,1683,25.4
2026-06-02,2026-09-18,28.0,C,3155,25.4
2026-06-02,2026-09-18,28.0,P,2446,25.4
2026-06-02,2026-09-18,29.0,C,1999,25.4
2026-06-02,2026-09-18,29.0,P,1046,25.4
2026-06-02,2026-09-18,30.0,C,8217,25.4
2026-06-02,2026-09-18,30.0,P,1343,25.4
2026-06-02,2026-09-18,32.5,C,1336,25.4
2026-06-02,2026-09-18,32.5,P,1097,25.4
2026-06-02,2026-09-18,35.0,C,1330,25.4
2026-06-02,2026-09-18,35.0,P,614,25.4
2026-06-02,2026-09-18,37.5,C,605,25.4
2026-06-02,2026-09-18,37.5,P,642,25.4
2026-06-02,2026-09-18,40.0,C,2976,25.4
2026-06-02,2026-09-18,40.0,P,469,25.4
2026-06-02,2026-09-18,42.5,C,773,25.4
2026-06-02,2026-09-18,42.5,P,445,25.4
2026-06-02,2026-09-18,45.0,C,492,25.4
2026-06-02,2026-09-18,45.0,P,438,25.4
2026-06-02,2026-09-18,47.5,C,367,25.4
2026-06-02,2026-09-18,47.5,P,374,25.4
2026-06-02,2026-09-18,50.0,C,471,25.4
2026-06-02,2026-09-18,50.0,P,263,25.4
2026-06-02,2026-12-18,10.0,C,243,25.4
2026-06-02,2026-12-18,10.0,P,430,25.4
2026-06-02,2026-12-18,11.0,C,356,25.4
2026-06-02,2026-12-18,11.0,P,465,25.4
2026-06-02,2026-12-18,12.0,C,268,25.4
2026-06-02,2026-12-18,12.0,P,525,25.4
2026-06-02,2026-12-18,13.0,C,451,25.4
2026-06-02,2026-12-18,13.0,P,554,25.4
2026-06-02,2026-12-18,14.0,C,456,25.4
2026-06-02,2026-12-18,14.0,P,779,25.4
2026-06-02,2026-12-18,15.0,C,466,25.4
2026-06-02,2026-12-18,15.0,P,845,25.4
2026-06-02,2026-12-18,16.0,C,386,25.4
2026-06-02,2026-12-18,16.0,P,903,25.4
2026-06-02,2026-12-18,17.0,C,522,25.4
2026-06-02,2026-12-18,17.0,P,873,25.4
2026-06-02,2026-12-18,18.0,C,769,25.4
2026-06-02,2026-12-18,18.0,P,1350,25.4
2026-06-02,2026-12-18,19.0,C,939,25.4
2026-06-02,2026-12-18,19.0,P,1578,25.4
2026-06-02,2026-12-18,20.0,C,989,25.4
2026-06-02,2026-12-18,20.0,P,2615,25.4
2026-06-02,2026-12-18,21.0,C,968,25.4
2026-06-02,2026-12-18,21.0,P,1914,25.4
2026-06-02,2026-12-18,22.0,C,1023,25.4
2026-06-02,2026-12-18,22.0,P,1456,25.4
2026-06-02,2026-12-18,23.0,C,1223,25.4
2026-06-02,2026-12-18,23.0,P,1703,25.4
2026-06-02,2026-12-18,24.0,C,1198,25.4
2026-06-02,2026-12-18,24.0,P,2657,25.4
2026-06-02,2026-12-18,24.5,C,1887,25.4
2026-06-02,2026-12-18,24.5,P,3796,25.4
2026-06-02,2026-12-18,25.0,C,1723,25.4
2026-06-02,2026-12-18,25.0,P,2662,25.4
2026-06-02,2026-12-18,25.5,C,1453,25.4
2026-06-02,2026-12-18,25.5,P,1639,25.4
2026-06-02,2026-12-18,26.0,C,1659,25.4
2026-06-02,2026-12-18,26.0,P,1214,25.4
2026-06-02,2026-12-18,26.5,C,2698,25.4
2026-06-02,2026-12-18,26.5,P,1692,25.4
2026-06-02,2026-12-18,27.0,C,2637,25.4
2026-06-02,2026-12-18,27.0,P,1260,25.4
2026-06-02,2026-12-18,27.5,C,1722,25.4
2026-06-02,2026-12-18,27.5,P,1580,25.4
2026-06-02,2026-12-18,28.0,C,1770,25.4
2026-06-02,2026-12-18,28.0,P,1360,25.4
2026-06-02,2026-12-18,29.0,C,2380,25.4
2026-06-02,2026-12-18,29.0,P,1391,25.4
2026-06-02,2026-12-18,30.0,C,5765,25.4
2026-06-02,2026-12-18,30.0,P,1049,25.4
2026-06-02,2026-12-18,32.5,C,1488,25.4
2026-06-02,2026-12-18,32.5,P,1057,25.4
2026-06-02,2026-12-18,35.0,C,1620,25.4
2026-06-02,2026-12-18,35.0,P,822,25.4
2026-06-02,2026-12-18,37.5,C,856,25.4
2026-06-02,2026-12-18,37.5,P,590,25.4
2026-06-02,2026-12-18,40.0,C,3505,25.4
2026-06-02,2026-12-18,40.0,P,884,25.4
2026-06-02,2026-12-18,42.5,C,639,25.4
2026-06-02,2026-12-18,42.5,P,532,25.4
2026-06-02,2026-12-18,45.0,C,663,25.4
2026-06-02,2026-12-18,45.0,P,352,25.4
2026-06-02,2026-12-18,47.5,C,616,25.4
2026-06-02,2026-12-18,47.5,P,632,25.4
2026-06-02,2026-12-18,50.0,C,428,25.4
2026-06-02,2026-12-18,50.0,P,404,25.4
2026-06-02,2027-01-15,10.0,C,485,25.4
2026-06-02,2027-01-15,10.0,P,829,25.4
2026-06-02,2027-01-15,11.0,C,607,25.4
2026-06-02,2027-01-15,11.0,P,1200,25.4
2026-06-02,2027-01-15,12.0,C,758,25.4
2026-06-02,2027-01-15,12.0,P,2500,25.4
2026-06-02,2027-01-15,13.0,C,1086,25.4
2026-06-02,2027-01-15,13.0,P,1789,25.4
2026-06-02,2027-01-15,14.0,C,1035,25.4
2026-06-02,2027-01-15,14.0,P,1693,25.4
2026-06-02,2027-01-15,15.0,C,971,25.4
2026-06-02,2027-01-15,15.0,P,2327,25.4
2026-06-02,2027-01-15,16.0,C,2018,25.4
2026-06-02,2027-01-15,16.0,P,2175,25.4
2026-06-02,2027-01-15,17.0,C,1819,25.4
2026-06-02,2027-01-15,17.0,P,1754,25.4
2026-06-02,2027-01-15,18.0,C,1644,25.4
2026-06-02,2027-01-15,18.0,P,4275,25.4
2026-06-02,2027-01-15,19.0,C,1690,25.4
2026-06-02,2027-01-15,19.0,P,4311,25.4
2026-06-02,2027-01-15,20.0,C,2743,25.4
2026-06-02,2027-01-15,20.0,P,6944,25.4
2026-06-02,2027-01-15,21.0,C,2023,25.4
2026-06-02,2027-01-15,21.0,P,5027,25.4
2026-06-02,2027-01-15,22.0,C,2300,25.4
2026-06-02,2027-01-15,22.0,P,4369,25.4
2026-06-02,2027-01-15,23.0,C,2574,25.4
2026-06-02,2027-01-15,23.0,P,5124,25.4
2026-06-02,2027-01-15,24.0,C,3582,25.4
2026-06-02,2027-01-15,24.0,P,4850,25.4
2026-06-02,2027-01-15,24.5,C,2253,25.4
2026-06-02,2027-01-15,24.5,P,4365,25.4
2026-06-02,2027-01-15,25.0,C,4124,25.4
2026-06-02,2027-01-15,25.0,P,4551,25.4
2026-06-02,2027-01-15,25.5,C,3289,25.4
2026-06-02,2027-01-15,25.5,P,2941,25.4
2026-06-02,2027-01-15,26.0,C,4394,25.4
2026-06-02,2027-01-15,26.0,P,2530,25.4
2026-06-02,2027-01-15,26.5,C,5280,25.4
2026-06-02,2027-01-15,26.5,P,4208,25.4
2026-06-02,2027-01-15,27.0,C,5643,25.4
2026-06-02,2027-01-15,27.0,P,2547,25.4
2026-06-02,2027-01-15,27.5,C,3882,25.4
2026-06-02,2027-01-15,27.5,P,3273,25.4
2026-06-02,2027-01-15,28.0,C,7651,25.4
2026-06-02,2027-01-15,28.0,P,3145,25.4
2026-06-02,2027-01-15,29.0,C,3993,25.4
2026-06-02,2027-01-15,29.0,P,2911,25.4
2026-06-02,2027-01-15,30.0,C,6843,25.4
2026-06-02,2027-01-15,30.0,P,2542,25.4
2026-06-02,2027-01-15,32.5,C,2527,25.4
2026-06-02,2027-01-15,32.5,P,1702,25.4
2026-06-02,2027-01-15,35.0,C,3965,25.4
2026-06-02,2027-01-15,35.0,P,2163,25.4
2026-06-02,2027-01-15,37.5,C,3572,25.4
2026-06-02,2027-01-15,37.5,P,1308,25.4
2026-06-02,2027-01-15,40.0,C,6341,25.4
2026-06-02,2027-01-15,40.0,P,1788,25.4
2026-06-02,2027-01-15,42.5,C,1693,25.4
2026-06-02,2027-01-15,42.5,P,1090,25.4
2026-06-02,2027-01-15,45.0,C,2646,25.4
2026-06-02,2027-01-15,45.0,P,998,25.4
2026-06-02,2027-01-15,47.5,C,2126,25.4
2026-06-02,2027-01-15,47.5,P,775,25.4
2026-06-02,2027-01-15,50.0,C,1987,25.4
2026-06-02,2027-01-15,50.0,P,929,25.4
2026-06-02,2028-01-21,10.0,C,647,25.4
2026-06-02,2028-01-21,10.0,P,1542,25.4
2026-06-02,2028-01-21,11.0,C,725,25.4
2026-06-02,2028-01-21,11.0,P,1101,25.4
2026-06-02,2028-01-21,12.0,C,1237,25.4
2026-06-02,2028-01-21,12.0,P,1604,25.4
2026-06-02,2028-01-21,13.0,C,753,25.4
2026-06-02,2028-01-21,13.0,P,1417,25.4
2026-06-02,2028-01-21,14.0,C,853,25.4
2026-06-02,2028-01-21,14.0,P,2201,25.4
2026-06-02,2028-01-21,15.0,C,745,25.4
